Year,Gender,Age,DayOfWeek,Hour,Location,Severity
2015,Male,51,Monday,19,Cahul,Without fatalities
2023,Female,39,Thursday,3,Orhei,Without fatalities
2018,Male,20,Friday,10,Edineț,Without fatalities
2024,Female,18,Wednesday,11,Cahul,Without fatalities
2024,Female,23,Tuesday,23,Soroca,Without fatalities
2020,Male,75,Wednesday,18,Chișinău,Without fatalities
2018,Male,50,Friday,9,Edineț,Without fatalities
2021,Female,42,Monday,6,Comrat,Without fatalities
2023,Female,37,Tuesday,6,Edineț,Without fatalities
2022,Male,36,Saturday,17,Bălți,Without fatalities
2014,Female,57,Tuesday,2,Comrat,Without fatalities
2014,Female,32,Monday,11,Ungheni,With fatalities
2016,Female,48,Sunday,13,Bălți,Without fatalities
2020,Female,34,Tuesday,19,Hîncești,With fatalities
2021,Female,69,Friday,1,Soroca,Without fatalities
2023,Female,51,Sunday,8,Comrat,With fatalities
2017,Male,58,Tuesday,9,Ungheni,Without fatalities
2017,Male,31,Thursday,5,Ungheni,Without fatalities
2024,Male,55,Wednesday,16,Cahul,With fatalities
2024,Male,35,Sunday,14,Chișinău,Without fatalities
2022,Female,41,Friday,0,Bălți,Without fatalities
2023,Male,64,Monday,23,Hîncești,Without fatalities
2020,Female,24,Friday,21,Chișinău,With fatalities
2024,Female,43,Thursday,12,Soroca,Without fatalities
2024,Male,46,Sunday,9,Bălți,Without fatalities
2023,Male,47,Tuesday,11,Ungheni,With fatalities
2014,Female,33,Tuesday,22,Comrat,With fatalities
2021,Male,71,Saturday,21,Soroca,Without fatalities
2014,Male,20,Friday,15,Chișinău,Without fatalities
2022,Female,61,Tuesday,1,Cahul,Without fatalities
2018,Female,58,Tuesday,2,Hîncești,Without fatalities
2022,Female,68,Thursday,7,Chișinău,Without fatalities
2016,Female,18,Monday,19,Ungheni,Without fatalities
2023,Female,26,Saturday,14,Soroca,With fatalities
2023,Female,62,Saturday,23,Cahul,Without fatalities
2014,Male,18,Saturday,18,Cahul,Without fatalities
2023,Male,18,Sunday,17,Chișinău,Without fatalities
2017,Male,32,Wednesday,22,Orhei,Without fatalities
2016,Female,42,Friday,0,Ungheni,Without fatalities
2021,Female,63,Monday,18,Edineț,With fatalities
2022,Male,37,Wednesday,1,Orhei,Without fatalities
2016,Male,30,Monday,4,Cahul,With fatalities
2019,Male,44,Friday,17,Comrat,Without fatalities
2020,Female,47,Saturday,15,Cahul,With fatalities
2024,Male,46,Thursday,9,Hîncești,With fatalities
2019,Male,37,Thursday,20,Edineț,Without fatalities
2019,Male,18,Thursday,2,Cahul,Without fatalities
2022,Female,26,Monday,9,Bălți,Without fatalities
2023,Male,61,Friday,23,Cahul,Without fatalities
2014,Male,42,Tuesday,12,Ungheni,With fatalities
2017,Female,35,Tuesday,20,Cahul,With fatalities
2020,Female,56,Thursday,9,Hîncești,Without fatalities
2022,Female,23,Sunday,10,Bălți,Without fatalities
2017,Female,36,Monday,6,Edineț,Without fatalities
2020,Female,42,Tuesday,1,Comrat,Without fatalities
2016,Male,33,Monday,18,Chișinău,Without fatalities
2022,Male,41,Friday,17,Orhei,Without fatalities
2021,Female,37,Sunday,10,Orhei,Without fatalities
2023,Female,19,Sunday,16,Hîncești,Without fatalities
2022,Female,42,Thursday,2,Edineț,Without fatalities
2022,Female,20,Wednesday,19,Comrat,Without fatalities
2022,Male,42,Thursday,11,Comrat,Without fatalities
2022,Male,60,Wednesday,1,Soroca,Without fatalities
2014,Female,35,Sunday,0,Bălți,Without fatalities
2023,Female,22,Tuesday,8,Soroca,Without fatalities
2024,Female,38,Sunday,21,Chișinău,Without fatalities
2021,Female,27,Saturday,23,Orhei,Without fatalities
2016,Male,48,Wednesday,18,Bălți,Without fatalities
2022,Female,37,Saturday,7,Chișinău,Without fatalities
2020,Female,65,Monday,8,Chișinău,Without fatalities
2016,Male,57,Sunday,6,Chișinău,Without fatalities
2024,Female,37,Saturday,3,Ungheni,Without fatalities
2023,Male,50,Wednesday,21,Soroca,Without fatalities
2023,Female,34,Tuesday,15,Soroca,Without fatalities
2023,Female,40,Tuesday,5,Chișinău,Without fatalities
2020,Male,34,Sunday,17,Orhei,Without fatalities
2021,Female,51,Thursday,1,Cahul,Without fatalities
2018,Male,61,Tuesday,10,Ungheni,With fatalities
2023,Male,51,Monday,4,Soroca,Without fatalities
2021,Male,53,Wednesday,16,Ungheni,Without fatalities
2022,Female,53,Friday,4,Ungheni,Without fatalities
2020,Female,48,Tuesday,2,Chișinău,With fatalities
2022,Male,22,Saturday,18,Bălți,Without fatalities
2022,Female,65,Wednesday,7,Bălți,Without fatalities
2023,Female,67,Thursday,10,Bălți,Without fatalities
2017,Female,36,Friday,2,Chișinău,With fatalities
2022,Male,34,Thursday,2,Edineț,Without fatalities
2024,Male,49,Monday,0,Chișinău,Without fatalities
2016,Female,48,Thursday,23,Edineț,Without fatalities
2024,Male,36,Wednesday,12,Chișinău,Without fatalities
2018,Female,21,Friday,9,Cahul,Without fatalities
2024,Female,44,Sunday,5,Hîncești,Without fatalities
2024,Female,48,Thursday,10,Edineț,Without fatalities
2023,Male,50,Thursday,7,Bălți,Without fatalities
2018,Male,45,Sunday,18,Ungheni,Without fatalities
2018,Female,35,Saturday,10,Edineț,With fatalities
2019,Male,54,Saturday,5,Hîncești,Without fatalities
2023,Female,40,Monday,11,Comrat,With fatalities
2018,Male,33,Sunday,17,Chișinău,Without fatalities
2022,Male,37,Sunday,2,Edineț,Without fatalities
2023,Male,18,Wednesday,12,Chișinău,Without fatalities
2021,Female,37,Thursday,3,Hîncești,With fatalities
2023,Female,50,Wednesday,8,Edineț,With fatalities
2022,Female,45,Tuesday,15,Ungheni,Without fatalities
2022,Male,62,Monday,11,Ungheni,Without fatalities
2022,Female,36,Saturday,19,Ungheni,With fatalities
2023,Female,47,Sunday,6,Orhei,Without fatalities
2014,Female,51,Monday,11,Bălți,Without fatalities
2020,Female,75,Monday,7,Ungheni,Without fatalities
2024,Male,42,Wednesday,20,Ungheni,Without fatalities
2016,Male,24,Sunday,14,Edineț,With fatalities
2018,Female,52,Saturday,1,Bălți,Without fatalities
2022,Male,67,Saturday,10,Edineț,Without fatalities
2024,Male,35,Thursday,23,Bălți,Without fatalities
2016,Male,52,Thursday,20,Hîncești,Without fatalities
2014,Male,58,Wednesday,4,Hîncești,Without fatalities
2022,Male,55,Wednesday,22,Orhei,Without fatalities
2022,Female,41,Tuesday,5,Soroca,Without fatalities
2019,Male,29,Friday,18,Comrat,Without fatalities
2024,Female,38,Friday,13,Edineț,Without fatalities
2022,Female,46,Monday,6,Edineț,Without fatalities
2022,Female,53,Thursday,11,Cahul,Without fatalities
2020,Male,45,Saturday,16,Cahul,Without fatalities
2024,Male,34,Sunday,3,Soroca,Without fatalities
2019,Male,48,Monday,19,Soroca,Without fatalities
2023,Male,52,Sunday,21,Bălți,Without fatalities
2016,Female,45,Saturday,21,Soroca,Without fatalities
2021,Female,27,Thursday,9,Chișinău,Without fatalities
2022,Female,37,Thursday,23,Comrat,Without fatalities
2018,Male,54,Tuesday,0,Comrat,Without fatalities
2019,Female,19,Wednesday,22,Chișinău,Without fatalities
2017,Female,18,Sunday,3,Cahul,Without fatalities
2023,Female,62,Wednesday,12,Edineț,With fatalities
2022,Male,47,Wednesday,5,Hîncești,Without fatalities
2021,Female,49,Friday,14,Cahul,Without fatalities
2022,Female,23,Wednesday,13,Orhei,Without fatalities
2020,Male,51,Friday,2,Orhei,Without fatalities
2021,Female,44,Saturday,23,Orhei,Without fatalities
2022,Male,18,Monday,18,Soroca,Without fatalities
2018,Female,61,Sunday,5,Orhei,With fatalities
2017,Male,42,Friday,1,Orhei,Without fatalities
2024,Male,34,Thursday,8,Orhei,Without fatalities
2018,Male,34,Tuesday,12,Edineț,Without fatalities
2021,Female,18,Sunday,17,Orhei,Without fatalities
2023,Female,48,Tuesday,11,Cahul,Without fatalities
2022,Male,43,Thursday,20,Comrat,Without fatalities
2022,Male,37,Saturday,21,Orhei,Without fatalities
2017,Male,59,Sunday,3,Hîncești,Without fatalities
2020,Male,19,Monday,22,Ungheni,Without fatalities
2023,Male,31,Tuesday,6,Chișinău,Without fatalities
2018,Male,27,Sunday,11,Orhei,Without fatalities
2021,Male,35,Thursday,22,Hîncești,With fatalities
2022,Male,41,Tuesday,10,Edineț,Without fatalities
2023,Male,46,Friday,6,Bălți,Without fatalities
2018,Male,34,Saturday,9,Cahul,Without fatalities
2024,Male,26,Tuesday,8,Edineț,Without fatalities
2024,Male,65,Saturday,1,Hîncești,Without fatalities
2014,Female,76,Saturday,4,Edineț,Without fatalities
2020,Male,42,Friday,9,Chișinău,Without fatalities
2015,Female,28,Sunday,13,Cahul,Without fatalities
2019,Female,62,Saturday,15,Edineț,With fatalities
2022,Female,18,Friday,1,Chișinău,Without fatalities
2022,Male,34,Tuesday,18,Comrat,With fatalities
2016,Female,29,Tuesday,22,Ungheni,Without fatalities
2022,Male,22,Saturday,8,Comrat,Without fatalities
2023,Female,35,Friday,13,Ungheni,Without fatalities
2022,Male,27,Tuesday,14,Edineț,Without fatalities
2019,Male,40,Saturday,18,Orhei,With fatalities
2014,Female,40,Sunday,7,Edineț,Without fatalities
2022,Female,30,Monday,14,Chișinău,Without fatalities
2022,Male,34,Wednesday,7,Hîncești,Without fatalities
2023,Female,36,Sunday,3,Hîncești,Without fatalities
2015,Male,52,Sunday,5,Orhei,Without fatalities
2021,Male,37,Wednesday,10,Hîncești,Without fatalities
2020,Male,52,Thursday,11,Orhei,Without fatalities
2023,Female,48,Saturday,23,Orhei,Without fatalities
2023,Male,48,Wednesday,8,Ungheni,Without fatalities
2024,Male,60,Monday,17,Cahul,Without fatalities
2024,Male,23,Saturday,16,Cahul,Without fatalities
2022,Male,32,Wednesday,20,Bălți,Without fatalities
2024,Female,66,Wednesday,2,Ungheni,Without fatalities
2017,Female,36,Monday,12,Hîncești,Without fatalities
2014,Female,18,Friday,5,Comrat,Without fatalities
2016,Female,36,Wednesday,13,Cahul,Without fatalities
2020,Male,42,Sunday,0,Edineț,Without fatalities
2023,Male,18,Thursday,3,Hîncești,Without fatalities
2020,Male,60,Sunday,21,Chișinău,Without fatalities
2023,Male,29,Wednesday,17,Chișinău,Without fatalities
2023,Male,44,Wednesday,10,Hîncești,Without fatalities
2023,Male,36,Monday,10,Hîncești,With fatalities
2018,Female,20,Monday,7,Comrat,Without fatalities
2021,Male,23,Saturday,3,Cahul,Without fatalities
2023,Male,25,Thursday,1,Ungheni,Without fatalities
2019,Male,56,Tuesday,0,Comrat,Without fatalities
2023,Female,37,Monday,23,Hîncești,With fatalities
2023,Male,32,Tuesday,9,Edineț,Without fatalities
2016,Male,25,Thursday,16,Edineț,Without fatalities
2018,Male,57,Wednesday,6,Chișinău,Without fatalities
2018,Female,61,Saturday,6,Orhei,Without fatalities
2024,Male,57,Wednesday,12,Orhei,Without fatalities
2018,Male,47,Sunday,21,Soroca,With fatalities
2022,Female,44,Saturday,23,Chișinău,Without fatalities
2015,Male,21,Tuesday,0,Cahul,Without fatalities
2022,Female,36,Sunday,0,Ungheni,Without fatalities
2017,Male,29,Thursday,12,Comrat,Without fatalities
2022,Female,18,Thursday,0,Soroca,With fatalities
2020,Male,55,Monday,5,Bălți,Without fatalities
2022,Male,29,Tuesday,22,Cahul,Without fatalities
2020,Female,57,Saturday,9,Chișinău,Without fatalities
2024,Male,53,Monday,20,Orhei,Without fatalities
2023,Male,48,Tuesday,0,Edineț,Without fatalities
2023,Female,49,Sunday,4,Ungheni,Without fatalities
2018,Male,30,Monday,21,Bălți,With fatalities
2017,Female,67,Monday,1,Ungheni,Without fatalities
2022,Male,40,Thursday,2,Ungheni,Without fatalities
2024,Female,44,Thursday,22,Soroca,Without fatalities
2016,Male,30,Wednesday,2,Cahul,Without fatalities
2018,Male,26,Wednesday,17,Hîncești,With fatalities
2023,Female,47,Thursday,22,Comrat,Without fatalities
2021,Male,43,Thursday,7,Hîncești,Without fatalities
2022,Female,28,Sunday,8,Comrat,Without fatalities
2022,Female,18,Monday,1,Ungheni,With fatalities
2020,Female,20,Wednesday,1,Soroca,Without fatalities
2023,Male,57,Thursday,15,Comrat,Without fatalities
2024,Male,30,Tuesday,6,Orhei,Without fatalities
2024,Male,34,Tuesday,3,Hîncești,Without fatalities
2015,Female,61,Wednesday,4,Cahul,Without fatalities
2022,Female,23,Tuesday,0,Edineț,Without fatalities
2015,Female,29,Saturday,21,Ungheni,With fatalities
2024,Male,28,Monday,9,Hîncești,Without fatalities
2021,Female,64,Wednesday,12,Chișinău,With fatalities
2024,Male,69,Saturday,23,Soroca,Without fatalities
2018,Male,51,Thursday,14,Ungheni,Without fatalities
2017,Male,51,Sunday,0,Soroca,With fatalities
2024,Male,31,Sunday,17,Orhei,Without fatalities
2024,Male,69,Saturday,22,Chișinău,With fatalities
2023,Male,44,Tuesday,13,Edineț,Without fatalities
2018,Male,52,Monday,17,Cahul,Without fatalities
2017,Male,38,Thursday,21,Comrat,With fatalities
2023,Female,35,Friday,11,Comrat,Without fatalities
2022,Male,64,Monday,11,Hîncești,Without fatalities
2024,Male,48,Tuesday,4,Comrat,Without fatalities
2019,Female,61,Monday,6,Edineț,With fatalities
2019,Female,43,Sunday,23,Ungheni,Without fatalities
2023,Female,27,Friday,12,Ungheni,Without fatalities
2019,Female,31,Friday,8,Edineț,Without fatalities
2021,Male,41,Monday,5,Ungheni,With fatalities
2021,Female,30,Sunday,20,Ungheni,With fatalities
2022,Female,23,Thursday,6,Cahul,Without fatalities
2020,Female,58,Sunday,17,Cahul,Without fatalities
2024,Female,31,Saturday,14,Ungheni,Without fatalities
2020,Male,42,Thursday,7,Bălți,Without fatalities
2015,Female,44,Friday,19,Cahul,Without fatalities
2015,Female,31,Wednesday,15,Bălți,Without fatalities
2024,Female,61,Wednesday,16,Orhei,Without fatalities
2022,Female,23,Thursday,2,Cahul,Without fatalities
2021,Male,43,Wednesday,12,Bălți,Without fatalities
2024,Female,43,Thursday,8,Hîncești,Without fatalities
2023,Female,39,Tuesday,19,Edineț,Without fatalities
2018,Female,20,Thursday,14,Soroca,Without fatalities
2014,Male,53,Tuesday,15,Hîncești,Without fatalities
2024,Female,51,Saturday,15,Soroca,Without fatalities
2022,Female,29,Friday,18,Soroca,Without fatalities
2021,Male,50,Wednesday,3,Ungheni,Without fatalities
2024,Female,45,Saturday,18,Cahul,With fatalities
2020,Male,20,Saturday,18,Hîncești,Without fatalities
2023,Male,27,Sunday,1,Ungheni,Without fatalities
2022,Female,57,Sunday,5,Comrat,Without fatalities
2022,Female,44,Friday,12,Soroca,Without fatalities
2022,Male,31,Monday,14,Comrat,Without fatalities
2014,Male,27,Monday,9,Edineț,With fatalities
2023,Female,32,Saturday,21,Edineț,Without fatalities
2024,Male,33,Saturday,9,Orhei,Without fatalities
2021,Male,27,Sunday,3,Soroca,Without fatalities
2022,Female,18,Friday,13,Bălți,Without fatalities
2019,Male,57,Thursday,7,Edineț,Without fatalities
2023,Male,54,Thursday,5,Soroca,Without fatalities
2023,Male,20,Wednesday,11,Edineț,Without fatalities
2023,Male,42,Friday,7,Orhei,With fatalities
2023,Male,26,Monday,5,Edineț,Without fatalities
2018,Male,36,Friday,14,Chișinău,Without fatalities
2016,Female,34,Friday,18,Hîncești,Without fatalities
2019,Male,33,Sunday,13,Hîncești,Without fatalities
2022,Female,70,Wednesday,2,Cahul,With fatalities
2020,Female,33,Thursday,17,Soroca,Without fatalities
2018,Female,27,Saturday,9,Comrat,With fatalities
2014,Female,28,Monday,13,Edineț,Without fatalities
2017,Female,55,Wednesday,13,Comrat,Without fatalities
2016,Female,18,Monday,21,Cahul,With fatalities
2024,Female,28,Monday,6,Comrat,Without fatalities
2023,Female,61,Thursday,6,Chișinău,With fatalities
2017,Male,43,Saturday,20,Soroca,Without fatalities
2021,Female,42,Saturday,21,Hîncești,Without fatalities
2022,Female,71,Sunday,22,Bălți,With fatalities
2024,Female,43,Thursday,10,Cahul,Without fatalities
2019,Male,29,Wednesday,17,Hîncești,With fatalities
2019,Female,35,Tuesday,9,Cahul,Without fatalities
2022,Male,22,Wednesday,14,Edineț,Without fatalities
2024,Female,58,Wednesday,11,Orhei,Without fatalities
2019,Female,48,Tuesday,22,Comrat,With fatalities
2017,Male,56,Monday,16,Soroca,Without fatalities
2019,Female,58,Friday,21,Comrat,Without fatalities
2021,Male,33,Tuesday,23,Cahul,Without fatalities
2020,Male,25,Friday,16,Soroca,Without fatalities
2024,Female,39,Monday,0,Orhei,Without fatalities
2024,Female,26,Tuesday,5,Hîncești,Without fatalities
2020,Male,42,Thursday,20,Ungheni,Without fatalities
2023,Male,56,Wednesday,14,Edineț,Without fatalities
2015,Female,37,Tuesday,18,Edineț,Without fatalities
2022,Female,42,Tuesday,13,Orhei,Without fatalities
2023,Female,38,Monday,9,Edineț,With fatalities
2020,Male,52,Thursday,9,Soroca,Without fatalities
2017,Female,29,Tuesday,22,Chișinău,Without fatalities
2019,Male,18,Thursday,6,Ungheni,Without fatalities
2021,Female,47,Friday,6,Orhei,Without fatalities
2023,Male,54,Tuesday,13,Hîncești,Without fatalities
2023,Male,46,Thursday,14,Ungheni,With fatalities
2016,Female,30,Wednesday,21,Orhei,Without fatalities
2022,Male,22,Monday,19,Soroca,Without fatalities
2024,Male,47,Saturday,8,Hîncești,Without fatalities
2022,Male,42,Thursday,14,Orhei,Without fatalities
2015,Male,38,Monday,8,Cahul,Without fatalities
2023,Male,67,Saturday,22,Bălți,Without fatalities
2024,Female,25,Tuesday,6,Cahul,Without fatalities
2020,Female,66,Tuesday,23,Orhei,Without fatalities
2019,Male,40,Friday,10,Edineț,With fatalities
2022,Female,18,Monday,4,Edineț,Without fatalities
2024,Male,37,Wednesday,8,Soroca,Without fatalities
2023,Male,54,Sunday,5,Chișinău,With fatalities
2023,Female,34,Wednesday,6,Chișinău,Without fatalities
2018,Male,18,Thursday,22,Comrat,Without fatalities
2024,Male,37,Wednesday,22,Bălți,Without fatalities
2022,Male,27,Saturday,13,Ungheni,Without fatalities
2024,Female,47,Monday,18,Soroca,Without fatalities
2022,Female,51,Tuesday,21,Edineț,Without fatalities
2023,Male,24,Monday,21,Hîncești,Without fatalities
2017,Male,29,Monday,10,Chișinău,Without fatalities
2023,Male,51,Tuesday,6,Hîncești,With fatalities
2019,Male,27,Saturday,5,Soroca,Without fatalities
2017,Male,23,Monday,3,Ungheni,Without fatalities
2022,Female,22,Wednesday,13,Soroca,Without fatalities
2022,Female,45,Thursday,21,Hîncești,Without fatalities
2021,Female,44,Sunday,2,Edineț,Without fatalities
2016,Female,29,Thursday,16,Soroca,Without fatalities
2018,Male,40,Monday,14,Soroca,Without fatalities
2018,Male,62,Saturday,0,Chișinău,Without fatalities
2019,Female,25,Tuesday,20,Hîncești,Without fatalities
2022,Female,18,Friday,10,Cahul,Without fatalities
